sex,age,race,score
Male,31,Caucasian,4
Male,32,Hispanic,1
Male,31,Caucasian,8
Male,22,Caucasian,8
Male,31,Hispanic,10
Male,29,Hispanic,4
Male,36,African-American,5
Male,39,African-American,1
Male,60,African-American,3
Male,51,African-American,9
Male,35,African-American,2
Male,31,African-American,4
Male,30,African-American,7
Male,35,Hispanic,3
Male,23,Hispanic,2
Female,24,Hispanic,2
Male,53,Caucasian,1
Male,27,African-American,8
Male,43,Caucasian,1
Male,37,African-American,3
Male,49,African-American,5
Male,25,African-American,6
Male,33,Hispanic,9
Male,49,African-American,7
Female,27,African-American,3
Male,28,African-American,6
Male,47,Caucasian,1
Male,29,African-American,10
Male,46,African-American,6
Male,27,Caucasian,5
Male,34,African-American,9
Male,30,African-American,7
Male,25,Caucasian,2
Male,21,African-American,10
Male,26,African-American,5
Male,23,African-American,8
Male,25,African-American,4
Male,47,Caucasian,1
Male,28,Caucasian,2
Male,60,African-American,8
Male,48,Hispanic,2
Male,49,Other,1
Female,41,Caucasian,3
Male,30,African-American,9
Male,21,African-American,4
Female,24,African-American,10
Female,47,Caucasian,1
Male,32,Other,1
Male,25,African-American,8
Male,53,Caucasian,3
Male,21,African-American,4
Female,22,African-American,10
Female,45,Caucasian,7
Male,26,African-American,5
Male,29,Hispanic,9
Male,29,African-American,4
Male,21,Hispanic,3
Female,24,African-American,7
Male,53,Other,1
Female,38,African-American,7
Male,22,African-American,3
Male,20,Caucasian,3
Male,51,Caucasian,1
Male,26,Caucasian,2
Male,29,African-American,1
Male,49,African-American,1
Female,24,Other,5
Male,24,Other,10
Male,24,Hispanic,2
Male,39,Caucasian,4
Male,37,Hispanic,2
Male,20,Caucasian,9
Female,54,Hispanic,1
Female,51,Caucasian,9
Male,53,Caucasian,1
Male,31,African-American,3
Male,29,Caucasian,3
Male,25,African-American,8
Male,28,Hispanic,9
Male,38,Hispanic,1
Male,22,African-American,10
Male,21,African-American,8
Male,29,African-American,2
Male,69,Caucasian,1
Male,21,Caucasian,5
Male,27,African-American,8
Male,24,Caucasian,3
Male,26,African-American,8
Male,28,African-American,7
Male,49,African-American,4
Male,52,African-American,9
Male,25,African-American,6
Female,21,African-American,7
Male,56,Caucasian,4
Male,34,African-American,9
Male,38,African-American,6
Male,35,Hispanic,7
Male,23,African-American,3
Male,22,Caucasian,5
Male,39,Other,1
Female,23,African-American,5
Male,21,Caucasian,3
Male,23,African-American,8
Male,30,African-American,10
Male,42,African-American,6
Male,50,African-American,8
Male,54,Caucasian,7
Male,37,Other,1
Male,28,Hispanic,8
Male,37,African-American,9
Male,23,African-American,4
Male,41,Caucasian,1
Male,50,African-American,2
Male,41,Hispanic,10
Male,26,African-American,2
Male,40,Other,7
Male,23,African-American,8
Male,50,Caucasian,3
Female,40,African-American,1
Male,20,African-American,3
Male,55,Caucasian,2
Female,59,Caucasian,1
Male,24,African-American,6
Male,44,African-American,7
Female,50,Caucasian,9
Male,25,African-American,9
Male,51,Caucasian,1
Male,33,Caucasian,1
Female,51,Hispanic,1
Male,37,African-American,10
Male,23,Caucasian,2
Male,37,African-American,7
Female,64,Other,1
Male,23,African-American,5
Male,51,Caucasian,1
Female,20,African-American,5
Male,40,Other,1
Male,25,Hispanic,5
Male,48,Caucasian,1
Male,43,Caucasian,5
Female,23,Caucasian,9
Female,35,African-American,6
Male,22,Hispanic,4
Male,45,African-American,1
Male,29,African-American,9
Male,57,Caucasian,1
Male,20,African-American,5
Male,39,African-American,2
Male,25,Caucasian,3
Male,37,Caucasian,5
Female,23,Other,5
Male,23,African-American,8
Male,36,Caucasian,4
Male,38,Caucasian,1
Female,30,African-American,8
Male,55,Caucasian,1
Male,55,African-American,6
Male,53,African-American,7
Male,21,African-American,9
Male,27,African-American,3
Male,18,Hispanic,9
Male,28,African-American,9
Male,26,Caucasian,3
Male,25,Caucasian,6
Male,66,Caucasian,1
Male,28,African-American,2
Male,50,Other,1
Male,21,African-American,4
Male,24,African-American,5
Female,34,African-American,3
Male,60,Caucasian,2
Male,37,African-American,4
Male,23,African-American,9
Female,27,African-American,2
Male,73,Caucasian,1
Male,44,African-American,2
Male,42,Hispanic,1
Male,40,African-American,7
Female,28,African-American,10
Male,35,African-American,8
Male,21,Hispanic,10
Male,56,Caucasian,1
Male,42,African-American,1
Male,32,Caucasian,10
Female,34,Other,1
Male,50,Caucasian,3
Female,29,African-American,10
Male,45,Caucasian,4
Male,34,Caucasian,2
Male,47,African-American,1
Male,58,Caucasian,2
Female,21,African-American,9
Male,48,Caucasian,4
Female,20,Caucasian,3
Male,45,Caucasian,3
Female,53,African-American,2
Male,29,African-American,9
Female,30,Caucasian,3
Male,25,Hispanic,5
Male,38,Other,1
Female,43,Caucasian,2
Male,24,Caucasian,9
Male,35,African-American,9
Male,28,Caucasian,2
Male,25,Hispanic,3
Male,53,Caucasian,1
Male,22,Caucasian,7
Female,32,Hispanic,2
Male,26,Caucasian,7
Female,48,Other,1
Male,23,African-American,10
Male,71,Caucasian,1
Female,61,Caucasian,1
Female,22,Caucasian,5
Male,29,African-American,2
Female,54,Caucasian,2
Male,24,Caucasian,9
Female,28,Caucasian,5
Female,25,Caucasian,10
Female,22,African-American,5
Male,32,African-American,6
Male,24,African-American,3
Male,35,African-American,4
Female,56,Native American,1
Male,21,African-American,3
Male,49,Caucasian,1
Male,26,African-American,9
Male,30,African-American,9
Male,27,Other,7
Male,32,Hispanic,1
Male,29,Other,1
Male,30,African-American,4
Female,42,Other,1
Male,21,African-American,4
Female,44,Caucasian,1
Male,64,Caucasian,1
Female,26,African-American,3
Female,45,Caucasian,2
Male,37,African-American,2
Male,40,Other,1
Female,34,African-American,7
Female,30,Caucasian,2
Male,60,Hispanic,1
Male,58,Caucasian,1
Male,48,African-American,8
Male,27,Caucasian,1
Male,26,African-American,9
Male,30,African-American,1
Male,27,Hispanic,10
Male,25,African-American,2
Male,60,African-American,8
Female,28,Hispanic,3
Male,56,African-American,8
Male,33,African-American,1
Male,25,Caucasian,9
Male,47,African-American,7
Male,30,Other,2
Male,32,African-American,7
Male,60,Hispanic,1
Male,24,African-American,3
Male,23,Caucasian,8
Male,33,Hispanic,2
Male,23,Hispanic,6
Female,28,African-American,6
Male,23,African-American,2
Male,25,African-American,4
Female,20,African-American,4
Male,32,African-American,9
Female,49,African-American,1
Male,22,African-American,3
Male,24,African-American,3
Male,60,African-American,4
Male,26,Caucasian,7
Male,34,African-American,5
Male,29,African-American,8
Female,20,African-American,10
Male,49,Caucasian,1
Male,29,African-American,2
Male,18,African-American,9
Male,22,Caucasian,6
Male,34,African-American,10
Male,47,Caucasian,1
Female,26,African-American,5
Male,21,African-American,7
Male,54,Caucasian,1
Male,59,African-American,1
Male,22,African-American,8
Male,24,Other,4
Male,64,African-American,7
Male,41,African-American,7
Male,45,Caucasian,1
Female,22,African-American,4
Male,24,African-American,3
Female,54,Caucasian,1
Female,30,African-American,6
Female,27,Caucasian,5
Male,23,African-American,3
Male,48,Hispanic,1
Male,20,Caucasian,4
Male,29,Hispanic,5
Male,28,Caucasian,5
Male,37,Other,1
Male,53,African-American,1
Male,29,African-American,3
Male,25,Other,2
Male,31,Caucasian,1
Male,33,African-American,8
Male,23,Caucasian,6
Female,32,African-American,2
Male,34,Caucasian,1
Female,44,Caucasian,1
Male,41,African-American,4
Male,37,African-American,9
Female,40,Caucasian,1
Male,26,Caucasian,4
Male,30,Caucasian,2
Male,43,African-American,8
Female,33,Caucasian,2
Male,27,African-American,5
Male,49,African-American,3
Male,32,African-American,1
Male,58,Caucasian,5
Male,22,Caucasian,5
Female,44,African-American,3
Male,40,African-American,8
Male,35,African-American,2
Male,23,African-American,2
Male,34,Hispanic,3
Male,33,African-American,10
Male,50,African-American,7
Female,33,African-American,4
Male,33,Caucasian,5
Male,33,Caucasian,1
Male,41,African-American,6
Male,37,Hispanic,1
Male,35,Other,1
Male,28,African-American,5
Female,25,African-American,5
Male,51,Other,4
Male,46,Caucasian,1
Female,30,African-American,4
Female,47,African-American,2
Male,24,Caucasian,2
Male,37,Caucasian,5
Female,29,Caucasian,10
Male,21,African-American,3
Male,38,African-American,1
Male,46,Caucasian,1
Male,31,Caucasian,8
Male,21,African-American,4
Female,30,Caucasian,3
Male,41,Native American,2
Male,50,African-American,1
Male,52,African-American,4
Male,25,African-American,10
Male,60,African-American,9
Female,46,African-American,8
Male,22,Caucasian,6
Male,62,Caucasian,1
Female,75,African-American,1
Male,57,Other,4
Male,36,Caucasian,7
Male,24,African-American,3
Male,23,Hispanic,6
Male,37,Hispanic,2
Male,25,Caucasian,9
Male,21,African-American,10
Male,38,Asian,1
Male,25,Caucasian,3
Male,29,African-American,7
Male,52,African-American,1
Male,33,Other,2
Male,29,African-American,10
Male,59,African-American,2
Male,22,African-American,9
Male,40,Caucasian,8
Male,36,Caucasian,5
Male,39,African-American,3
Male,48,Hispanic,1
Male,31,Other,1
Male,20,African-American,4
Male,61,Asian,1
Male,20,African-American,10
Male,50,Caucasian,1
Male,27,African-American,9
Male,27,African-American,1
Male,31,Caucasian,7
Female,32,African-American,3
Male,39,African-American,9
Female,24,African-American,6
Male,24,African-American,9
Male,30,Caucasian,2
Male,21,African-American,6
Male,24,Caucasian,2
Male,41,Caucasian,2
Male,67,African-American,1
Male,38,Other,3
Male,20,Hispanic,6
Male,32,African-American,8
Male,27,Caucasian,6
Female,24,Caucasian,5
Male,69,Caucasian,1
Male,25,Caucasian,9
Male,55,Caucasian,1
Female,55,Caucasian,1
Male,28,African-American,10
Male,20,Caucasian,8
Male,21,Caucasian,3
Male,27,Caucasian,4
Male,28,African-American,2
Female,20,African-American,6
Male,36,African-American,1
Female,26,African-American,8
Female,39,Hispanic,4
Male,25,African-American,10
Female,35,Caucasian,4
Male,31,Caucasian,8
Male,32,African-American,10
Male,25,Native American,3
Male,69,Other,1
Male,21,African-American,7
Male,21,Caucasian,6
Male,41,Caucasian,1
Male,21,Hispanic,5
Male,29,Caucasian,3
Male,38,African-American,8
Male,21,African-American,9
Male,26,African-American,8
Male,56,Hispanic,1
Male,31,Caucasian,8
Male,56,African-American,2
Male,35,Caucasian,2
Male,34,African-American,6
Male,52,Caucasian,1
Male,21,African-American,8
Male,43,African-American,2
Female,32,Caucasian,2
Male,49,Caucasian,6
Male,56,Caucasian,4
Female,21,African-American,4
Female,29,African-American,7
Male,28,African-American,5
Female,65,Caucasian,1
Male,25,Caucasian,4
Female,27,Caucasian,3
Male,29,Other,4
Male,48,Caucasian,8
Male,25,African-American,8
Male,20,African-American,3
Male,49,Other,6
Male,36,Caucasian,1
Male,42,Other,3
Male,63,African-American,3
Male,40,Caucasian,2
Male,34,Hispanic,2
Male,21,African-American,10
Male,27,Caucasian,2
Male,29,Hispanic,1
Male,35,Caucasian,10
Male,32,African-American,6
Female,50,African-American,1
Male,24,Other,3
Male,31,African-American,2
Male,28,African-American,4
Female,25,African-American,2
Female,34,Caucasian,2
Male,47,Caucasian,1
Male,33,Other,8
Male,44,Caucasian,4
Male,44,Hispanic,1
Male,56,Hispanic,1
Male,23,African-American,3
Male,54,African-American,6
Male,21,African-American,4
Female,24,African-American,9
Male,38,Caucasian,10
Male,21,African-American,9
Male,25,Hispanic,2
Male,44,Caucasian,3
Male,52,African-American,3
Female,52,Caucasian,2
Male,21,African-American,9
Male,31,African-American,2
Male,32,African-American,1
Female,30,Caucasian,4
Female,39,African-American,1
Male,56,African-American,2
Male,22,Caucasian,6
Male,49,Caucasian,3
Male,35,African-American,8
Male,34,Caucasian,1
Female,57,Caucasian,1
Male,39,Caucasian,1
Male,29,Caucasian,1
Female,28,Caucasian,8
Male,23,African-American,5
Male,26,Caucasian,5
Male,22,Hispanic,7
Female,64,African-American,1
Female,51,African-American,10
Female,58,Other,1
Male,20,Caucasian,4
Female,27,African-American,9
Male,43,Hispanic,1
Male,20,Caucasian,2
Male,21,African-American,5
Male,21,African-American,5
Male,50,Caucasian,1
Female,51,African-American,1
Male,23,African-American,7
Male,35,African-American,4
Male,46,African-American,4
Male,30,African-American,5
Male,25,African-American,9
Male,55,African-American,1
Female,21,Caucasian,4
Female,27,African-American,2
Male,35,Hispanic,7
Female,26,Caucasian,3
Female,31,Caucasian,5
Male,27,African-American,3
Male,34,African-American,7
Female,30,African-American,3
Male,47,Caucasian,1
Male,30,Caucasian,4
Male,46,Hispanic,2
Male,21,Caucasian,3
Male,33,Hispanic,1
Male,47,African-American,1
Male,42,African-American,7
Male,24,African-American,6
Male,39,African-American,2
Male,33,African-American,6
Male,38,Hispanic,6
Male,50,Caucasian,2
Male,30,Hispanic,2
Female,23,African-American,6
Male,24,Caucasian,3
Female,22,African-American,9
Male,45,Caucasian,1
Male,26,Caucasian,9
Male,39,Caucasian,2
Male,22,Caucasian,5
Male,40,Caucasian,3
Female,28,Caucasian,5
Male,36,Caucasian,5
Male,24,African-American,10
Male,23,African-American,7
Male,61,Caucasian,1
Male,42,Caucasian,5
Male,38,African-American,2
Male,29,Native American,1
Male,67,Caucasian,1
Male,27,Caucasian,1
Male,23,Caucasian,6
Male,44,Caucasian,6
Male,43,African-American,6
Male,31,Caucasian,4
Male,40,African-American,8
Male,60,African-American,1
Male,34,African-American,9
Male,44,African-American,2
Female,40,Caucasian,1
Male,37,African-American,7
Female,54,Caucasian,8
Male,23,African-American,2
Female,22,African-American,9
Male,31,Caucasian,3
Male,28,African-American,7
Male,57,African-American,8
Male,24,Other,6
Male,33,Caucasian,4
Male,31,African-American,2
Male,28,Caucasian,5
Female,30,African-American,10
Male,31,Other,1
Male,56,Caucasian,5
Female,32,African-American,1
Male,67,Hispanic,1
Male,35,African-American,7
Female,33,Hispanic,3
Male,61,Hispanic,2
Male,57,African-American,8
Female,39,Caucasian,7
Male,69,African-American,1
Male,65,Caucasian,2
Female,22,Caucasian,9
Male,60,African-American,10
Female,39,African-American,3
Female,35,African-American,6
Male,37,African-American,7
Male,29,African-American,3
Male,37,Caucasian,1
Female,47,Other,1
Male,62,African-American,8
Male,22,African-American,10
Female,27,African-American,10
Male,55,Caucasian,1
Male,31,African-American,8
Male,22,African-American,3
Male,31,Hispanic,3
Female,56,African-American,1
Male,25,Caucasian,6
Female,33,African-American,10
Male,34,Caucasian,1
Male,33,Caucasian,4
Male,58,Caucasian,1
Male,25,Caucasian,5
Female,27,African-American,5
Male,37,African-American,10
Male,51,Caucasian,3
Male,41,Caucasian,1
Male,25,African-American,3
Male,35,African-American,8
Male,25,Hispanic,7
Male,55,Caucasian,1
Female,26,African-American,2
Male,51,Hispanic,1
Female,24,African-American,5
Male,26,African-American,2
Male,35,African-American,3
Male,50,Caucasian,4
Male,30,African-American,8
Female,33,Caucasian,1
Female,52,African-American,6
Male,25,African-American,6
Male,31,African-American,3
Female,65,Caucasian,1
Female,43,African-American,3
Female,54,African-American,1
Male,31,African-American,2
Female,31,African-American,5
Male,24,African-American,3
Female,24,Hispanic,3
Female,24,African-American,2
Male,34,African-American,8
Male,24,Other,8
Male,25,African-American,8
Female,30,African-American,6
Female,35,Hispanic,2
Male,30,African-American,6
Male,40,African-American,8
Male,24,Caucasian,2
Female,63,African-American,1
Male,24,Caucasian,2
Male,51,Caucasian,3
Female,28,African-American,3
Female,27,African-American,6
Male,40,Caucasian,2
Male,63,Other,1
Male,50,Other,1
Male,22,Caucasian,3
Male,26,Hispanic,2
Male,29,African-American,4
Female,27,Caucasian,7
Male,31,African-American,6
Male,23,African-American,10
Female,21,Caucasian,5
Male,31,Caucasian,1
Female,32,African-American,2
Male,27,African-American,2
Male,29,Caucasian,5
Male,59,African-American,3
Male,29,African-American,8
Male,24,African-American,2
Female,27,Caucasian,4
Male,24,African-American,2
Male,33,African-American,10
Female,35,Other,1
Female,40,Other,1
Female,27,Caucasian,2
Male,28,Caucasian,8
Male,20,African-American,10
Male,48,Caucasian,1
Female,40,Other,1
Male,23,African-American,8
Male,53,Hispanic,2
Male,27,Hispanic,3
Male,45,Other,3
Male,31,African-American,7
Male,24,African-American,9
Male,31,African-American,9
Male,24,African-American,7
Male,25,Hispanic,2
Male,24,Caucasian,4
Male,24,African-American,9
Male,23,Hispanic,8
Male,31,African-American,2
Male,23,African-American,8
Female,22,African-American,5
Male,33,Caucasian,3
Female,47,Hispanic,1
Male,26,Caucasian,8
Female,34,African-American,4
Male,42,African-American,1
Male,48,Hispanic,1
Male,35,Hispanic,2
Male,24,Other,3
Male,47,Caucasian,1
Male,62,Caucasian,1
Male,52,African-American,3
Female,25,African-American,7
Male,25,Other,3
Male,49,African-American,7
Male,30,African-American,7
Male,50,Caucasian,1
Male,47,African-American,8
Male,37,African-American,8
Male,26,Caucasian,2
Male,28,African-American,10
Female,26,African-American,2
Male,48,Other,2
Male,25,African-American,4
Male,20,African-American,8
Male,34,African-American,10
Male,26,Hispanic,1
Male,21,African-American,3
Male,46,African-American,9
Male,21,African-American,8
Female,27,Caucasian,5
Male,20,African-American,8
Male,21,African-American,8
Male,29,Caucasian,4
Male,46,Caucasian,4
Male,24,African-American,4
